name_contract_type,code_gender,flag_own_car,flag_own_realty,cnt_children,amt_income_total,amt_credit,amt_annuity,amt_goods_price,name_type_suite,name_income_type,name_education_type,name_family_status,name_housing_type,region_population_relative,days_birth,days_employed,days_registration,days_id_publish,flag_emp_phone,flag_work_phone,flag_cont_mobile,flag_phone,cnt_fam_members,region_rating_client,region_rating_client_w_city
1,2,1,2,1,112500.0,832500.0,29623.5,832500.0,2,7,2,5,2,0.006305,-13494,-2298,-1138.0,-577,1,2,1,2,3.0,3,3
1,2,2,1,0,450000.0,1125000.0,33025.5,1125000.0,4,7,2,5,2,0.026392000000000002,-18627,-2190,-1340.0,-2114,1,2,1,1,2.0,2,2
2,1,2,1,0,135000.0,180000.0,9000.0,180000.0,1,8,2,4,2,0.009175,-8956,-401,-3606.0,-1629,1,1,1,1,1.0,2,2
1,1,2,1,0,112500.0,485190.0,24903.0,405000.0,4,7,2,5,2,0.020713,-16468,-1544,-5023.0,-21,1,2,1,2,2.0,3,3
1,2,1,1,0,225000.0,678996.0,36963.0,540000.0,4,7,2,2,2,0.010032,-13229,-1210,-7237.0,-4662,1,2,1,2,2.0,2,2
1,2,2,2,0,202500.0,840951.0,35631.0,679500.0,4,8,2,4,5,0.032561,-18522,-4322,-1778.0,-1940,1,2,1,2,1.0,1,1
1,1,2,2,1,247500.0,1125000.0,29808.0,1125000.0,4,7,5,4,2,0.007273999999999998,-13816,-1870,-29.0,-3537,1,2,1,2,2.0,2,2
1,2,1,1,0,202500.0,485640.0,41674.5,450000.0,4,8,5,5,5,0.022625,-16121,-3159,-3020.0,-997,1,2,1,2,2.0,2,2
1,2,2,1,0,189000.0,876019.5,34870.5,783000.0,4,3,2,5,2,0.009175,-22524,365243,-8604.0,-5021,2,2,1,1,2.0,2,2
1,2,2,1,0,157500.0,187704.0,12672.0,148500.0,4,8,2,4,2,0.019688999999999998,-18271,-206,-7168.0,-1823,1,1,1,1,1.0,2,2
1,1,1,1,3,225000.0,675000.0,24799.5,675000.0,4,7,2,5,2,0.022625,-17222,-3723,-5550.0,-760,1,1,1,2,5.0,2,2
1,1,1,1,0,112500.0,345645.0,16240.5,243000.0,4,7,2,5,2,0.006305,-14671,-1977,-7984.0,-4376,1,2,1,2,2.0,3,3
1,1,2,2,1,202500.0,450000.0,42075.0,450000.0,4,8,2,2,6,0.010032,-7747,-139,-2577.0,-380,1,2,1,2,3.0,2,2
1,2,1,1,0,450000.0,1971072.0,62019.0,1800000.0,7,8,5,5,2,0.032561,-18268,-2569,-4292.0,-1699,1,2,1,1,2.0,1,1
1,2,2,1,0,90000.0,339241.5,12312.0,238500.0,4,3,2,6,2,0.035792000000000004,-21987,365243,-8482.0,-4704,2,2,1,2,1.0,2,2
1,2,2,2,0,85500.0,454500.0,19255.5,454500.0,4,7,2,5,2,0.018634,-11519,-1563,-4980.0,-4134,1,1,1,1,2.0,2,2
1,2,2,1,0,180000.0,848745.0,36090.0,675000.0,4,8,2,5,2,0.035792000000000004,-18344,-7364,-3255.0,-1891,1,2,1,2,2.0,2,2
1,1,2,1,0,270000.0,265306.5,28701.0,252000.0,4,3,5,5,2,0.018029,-15187,365243,-1856.0,-4116,2,2,1,2,2.0,3,3
1,2,2,1,0,157500.0,1032093.0,43857.0,922500.0,4,8,2,5,2,0.031329,-17668,-900,-1890.0,-1200,1,2,1,1,2.0,2,2
1,2,2,2,0,157500.0,117000.0,11700.0,117000.0,4,3,2,4,2,0.028663,-20792,365243,-4205.0,-4203,2,2,1,1,1.0,2,2
2,2,2,1,0,117000.0,202500.0,10125.0,202500.0,5,3,2,3,2,0.00733,-22681,365243,-13564.0,-4046,2,2,1,2,1.0,2,2
1,2,2,2,0,112500.0,625536.0,27684.0,540000.0,4,3,2,3,5,0.007114,-19031,365243,-7369.0,-2569,2,2,1,1,1.0,2,2
2,2,2,1,0,135000.0,270000.0,13500.0,270000.0,4,7,2,4,2,0.007305,-20143,-2572,-614.0,-2091,1,2,1,2,1.0,3,3
2,2,2,2,0,157500.0,225000.0,11250.0,225000.0,4,3,2,5,2,0.008473999999999999,-20523,365243,-8472.0,-4043,2,2,1,2,2.0,2,2
1,2,1,1,1,180000.0,343683.0,20898.0,261000.0,2,7,2,5,2,0.018801,-10933,-2309,-4757.0,-1777,1,2,1,2,3.0,2,2
1,1,1,1,0,225000.0,1096020.0,52857.0,900000.0,4,8,2,5,2,0.04622,-18278,-1808,-3518.0,-1830,1,2,1,2,2.0,1,1
1,1,2,1,0,112500.0,284400.0,20740.5,225000.0,4,7,2,5,2,0.006207,-10936,-3186,-173.0,-3568,1,2,1,2,2.0,2,2
1,1,2,1,0,157500.0,215640.0,11421.0,180000.0,4,7,2,2,2,0.005144,-15191,-116,-1666.0,-4947,1,2,1,2,2.0,2,2
1,1,1,2,1,144000.0,90000.0,8253.0,90000.0,4,8,2,5,2,0.0031219999999999998,-13227,-668,-7304.0,-4830,1,2,1,1,3.0,3,3
2,2,2,2,0,112500.0,270000.0,13500.0,270000.0,4,8,5,2,2,0.026392000000000002,-9393,-992,-4145.0,-2081,1,2,1,1,2.0,2,2
1,2,2,1,1,90000.0,675000.0,19867.5,675000.0,4,7,2,5,2,0.020246,-14608,-4624,-514.0,-6085,1,2,1,2,3.0,3,3
1,2,2,1,0,135000.0,269550.0,17820.0,225000.0,5,7,5,4,6,0.028663,-8857,-348,-3456.0,-1507,1,2,1,2,1.0,2,2
1,2,1,1,0,135000.0,770292.0,34807.5,688500.0,4,8,2,5,2,0.010556,-18035,-3802,-3669.0,-1594,1,2,1,2,2.0,3,3
1,2,1,1,2,112500.0,904500.0,25002.0,904500.0,5,7,5,5,3,0.030755,-12349,-589,-4182.0,-4270,1,2,1,2,4.0,2,2
1,1,1,1,0,99000.0,277969.5,13086.0,229500.0,5,7,2,2,2,0.008625,-18437,-117,-6339.0,-1979,1,2,1,2,2.0,2,2
2,1,2,1,0,121500.0,382500.0,19125.0,382500.0,4,7,2,5,2,0.028663,-15363,-5359,-2917.0,-4121,1,1,1,2,2.0,2,2
1,2,2,2,0,157500.0,256500.0,14449.5,256500.0,4,8,2,5,2,0.028663,-13986,-4363,-425.0,-3512,1,2,1,2,2.0,2,2
1,1,1,2,0,90000.0,225000.0,11619.0,225000.0,4,7,2,2,2,0.006670999999999999,-20488,-1352,-10561.0,-3885,1,2,1,2,2.0,2,2
1,2,1,1,2,99000.0,787131.0,42066.0,679500.0,4,8,2,5,2,0.019101,-14357,-1683,-7323.0,-4375,1,2,1,2,4.0,2,2
1,2,2,1,1,180000.0,1044724.5,37656.0,936000.0,5,7,5,5,2,0.020713,-11418,-3351,-5597.0,-2717,1,2,1,2,3.0,3,2
1,1,1,2,1,157500.0,450000.0,24412.5,450000.0,4,7,2,5,2,0.030755,-16060,-3031,-3116.0,-3076,1,2,1,2,3.0,2,2
1,1,2,1,0,184500.0,225000.0,22252.5,225000.0,4,1,2,4,2,0.02461,-14678,-3353,-2155.0,-5501,1,2,1,1,1.0,2,2
1,2,2,1,1,157500.0,338832.0,26901.0,292500.0,4,1,2,4,2,0.018029,-9289,-1003,-823.0,-1952,1,2,1,2,2.0,3,3
1,2,1,2,2,180000.0,900000.0,43299.0,900000.0,4,7,2,4,2,0.018209,-10616,-1065,-3964.0,-2700,1,1,1,2,3.0,3,3
1,2,2,1,0,112500.0,156339.0,11245.5,130500.0,4,7,2,5,2,0.011703,-16388,-8923,-7741.0,-4192,1,2,1,2,2.0,2,2
1,2,2,1,0,157500.0,225000.0,26703.0,225000.0,5,3,2,6,2,0.016612000000000002,-20173,365243,-9054.0,-3717,2,2,1,2,1.0,2,2
1,2,2,1,0,96750.0,252000.0,13176.0,252000.0,4,8,2,4,2,0.018209,-13583,-117,-2717.0,-2727,1,2,1,2,1.0,3,3
1,2,2,1,0,144000.0,1012500.0,29736.0,1012500.0,4,7,2,5,2,0.035792000000000004,-19058,-10089,-1320.0,-1153,1,2,1,2,2.0,2,2
1,1,2,1,0,67500.0,508495.5,21672.0,454500.0,4,3,2,5,2,0.031329,-23539,365243,-6397.0,-4677,2,2,1,2,2.0,2,2
1,1,1,2,0,211500.0,450000.0,21888.0,450000.0,4,7,2,5,2,0.026392000000000002,-10037,-148,-781.0,-2714,1,1,1,1,2.0,2,2
1,2,2,1,0,225000.0,545040.0,28350.0,450000.0,6,8,2,4,2,0.032561,-16540,-3845,-1484.0,-55,1,2,1,2,1.0,1,1
1,2,1,1,0,247500.0,669591.0,24178.5,508500.0,5,8,5,5,2,0.035792000000000004,-13768,-2722,-6902.0,-4257,1,2,1,2,2.0,2,2
1,2,1,1,0,225000.0,1125000.0,31068.0,1125000.0,4,8,5,5,1,0.028663,-11980,-486,-2360.0,-4334,1,2,1,2,2.0,2,2
1,2,2,2,0,112500.0,337500.0,17230.5,337500.0,4,7,2,4,3,0.028663,-12293,-304,-81.0,-4476,1,2,1,2,1.0,2,2
1,2,2,1,0,58500.0,50940.0,4959.0,45000.0,4,3,2,3,2,0.0105,-22735,365243,-1583.0,-4711,2,2,1,2,1.0,3,3
1,2,1,1,0,225000.0,1320975.0,43785.0,1183500.0,4,8,3,5,2,0.018801,-10825,-1802,-4757.0,-2238,1,2,1,1,2.0,2,2
2,1,2,1,0,157500.0,270000.0,13500.0,270000.0,4,7,2,5,2,0.030755,-19499,-1299,-7244.0,-3057,1,1,1,1,2.0,2,2
1,2,1,1,0,450000.0,2286211.5,116266.5,2182500.0,4,1,5,5,2,0.01885,-20589,-13994,-5893.0,-4106,1,2,1,2,2.0,2,2
1,2,2,2,0,49500.0,225000.0,11488.5,225000.0,4,3,5,5,5,0.006305,-21157,365243,-8746.0,-4279,2,2,1,2,2.0,3,3
2,1,2,1,1,337500.0,675000.0,33750.0,675000.0,4,1,5,5,2,0.04622,-12232,-4332,-4130.0,-263,1,2,1,2,3.0,1,1
1,2,2,1,0,135000.0,1175314.5,38974.5,1053000.0,4,7,2,5,2,0.006305,-15227,-1615,-5921.0,-3705,1,2,1,1,2.0,3,3
1,1,2,1,2,180000.0,835380.0,40320.0,675000.0,4,8,2,5,5,0.04622,-16304,-811,-8807.0,-4955,1,2,1,2,4.0,1,1
1,2,2,1,0,112500.0,518562.0,25078.5,463500.0,5,3,2,5,2,0.031329,-20934,365243,-1377.0,-4010,2,2,1,2,2.0,2,2
1,2,2,1,1,117000.0,932643.0,27400.5,778500.0,4,7,2,5,2,0.018029,-18125,-3443,-5118.0,-1680,1,2,1,2,3.0,3,2
2,1,1,1,0,99000.0,180000.0,9000.0,180000.0,4,7,2,5,2,0.028663,-8063,-261,-738.0,-735,1,2,1,2,2.0,2,2
1,2,1,2,0,180000.0,1395000.0,36927.0,1395000.0,4,8,2,5,2,0.028663,-13162,-215,-7286.0,-4794,1,2,1,2,2.0,2,2
1,1,1,1,2,292500.0,983299.5,39127.5,904500.0,4,7,2,5,2,0.002042,-9970,-1912,-456.0,-2464,1,2,1,2,4.0,3,3
1,2,2,1,0,31500.0,314055.0,13437.0,238500.0,4,3,4,5,2,0.031329,-19110,365243,-9012.0,-2663,2,2,1,2,2.0,2,2
1,2,1,2,1,157500.0,961146.0,26559.0,688500.0,4,7,2,2,2,0.015221,-13482,-1684,-2152.0,-2226,1,2,1,1,3.0,2,2
1,1,1,1,0,225000.0,1125000.0,60070.5,1125000.0,4,8,5,5,2,0.026392000000000002,-18280,-241,-12213.0,-1817,1,1,1,2,2.0,2,2
1,1,1,1,0,108000.0,247275.0,17586.0,225000.0,4,3,5,2,2,0.00823,-22443,365243,-1824.0,-4272,2,2,1,2,2.0,2,2
1,2,2,1,2,180000.0,225000.0,24363.0,225000.0,4,8,2,5,2,0.032561,-12803,-342,-6902.0,-3485,1,2,1,2,4.0,1,1
1,2,2,1,0,171000.0,555273.0,15912.0,463500.0,5,3,4,5,2,0.02461,-23169,365243,-17298.0,-4229,2,2,1,1,2.0,2,2
1,1,2,2,1,135000.0,358443.0,16839.0,252000.0,4,8,4,5,6,0.0228,-11178,-4575,-1505.0,-1853,1,2,1,2,3.0,2,2
1,1,2,2,2,180000.0,270000.0,29209.5,270000.0,4,7,2,5,2,0.035792000000000004,-15953,-195,-3851.0,-4043,1,1,1,1,4.0,2,2
1,2,2,1,0,270000.0,528318.0,26973.0,441000.0,4,7,2,5,2,0.00733,-19008,-1689,-6713.0,-2549,1,2,1,2,2.0,2,2
1,2,2,1,0,270000.0,835380.0,31950.0,675000.0,4,8,5,5,2,0.072508,-19484,-3899,-919.0,-2939,1,2,1,2,2.0,1,1
1,1,2,1,0,135000.0,1546020.0,45328.5,1350000.0,5,3,2,5,2,0.025164,-22838,365243,-8499.0,-4559,2,2,1,2,2.0,2,2
1,1,1,1,1,360000.0,343800.0,13090.5,225000.0,4,8,2,5,2,0.0060079999999999995,-16465,-4406,-2271.0,-17,1,2,1,2,3.0,2,2
1,2,2,2,0,139500.0,269550.0,10264.5,225000.0,4,7,2,4,2,0.005313,-19092,-2197,-7296.0,-2596,1,2,1,2,1.0,2,2
1,1,2,1,0,126000.0,284400.0,10849.5,225000.0,4,7,2,5,2,0.01885,-12327,-1374,-4041.0,-4067,1,1,1,1,2.0,2,2
1,2,2,1,0,85500.0,515529.0,21969.0,391500.0,4,3,2,3,2,0.01885,-22291,365243,-13271.0,-4962,2,2,1,2,1.0,2,2
1,2,1,1,1,90000.0,117162.0,11718.0,103500.0,5,7,2,3,2,0.01885,-17999,-750,-5725.0,-1553,1,2,1,2,2.0,2,2
1,2,2,1,1,157500.0,679500.0,19998.0,679500.0,5,8,5,4,2,0.007273999999999998,-11816,-1540,-5304.0,-4009,1,2,1,2,2.0,2,2
1,1,2,1,0,103500.0,302076.0,26055.0,270000.0,4,7,2,4,2,0.008575,-10053,-1458,-4750.0,-2469,1,1,1,1,1.0,2,2
1,2,1,2,0,225000.0,478498.5,51534.0,454500.0,4,7,2,5,2,0.035792000000000004,-15923,-1384,-297.0,-3854,1,1,1,2,2.0,2,2
1,2,1,1,0,90000.0,263686.5,28107.0,238500.0,7,7,2,5,2,0.00823,-13693,-6715,-6501.0,-4172,1,2,1,2,2.0,2,2
1,2,2,1,0,106398.0,360000.0,9900.0,360000.0,4,8,5,4,2,0.018801,-14324,-583,-7877.0,-4370,1,1,1,2,1.0,2,2
1,2,2,1,0,247500.0,450000.0,35685.0,450000.0,4,7,2,5,2,0.014519999999999996,-15538,-990,-182.0,-4740,1,2,1,2,2.0,2,2
1,2,2,1,0,117000.0,599778.0,25542.0,477000.0,4,7,2,6,2,0.020713,-17196,-749,-9324.0,-740,1,2,1,2,1.0,3,3
1,2,2,1,0,135000.0,734994.0,23841.0,526500.0,4,7,2,6,2,0.019101,-18673,-1434,-12450.0,-732,1,2,1,2,1.0,2,2
1,1,2,1,0,202500.0,1125000.0,44617.5,1125000.0,4,7,5,5,2,0.015221,-13405,-1057,-1545.0,-4237,1,1,1,1,2.0,2,2
1,1,2,1,0,315000.0,835380.0,40320.0,675000.0,7,8,2,5,2,0.032561,-16117,-3820,-8386.0,-4028,1,2,1,2,2.0,1,1
1,2,2,1,2,112500.0,1237684.5,47272.5,1138500.0,4,1,2,5,2,0.018029,-14751,-8093,-4199.0,-4369,1,2,1,1,4.0,3,3
1,2,2,1,0,157500.0,284400.0,14724.0,225000.0,5,7,2,5,2,0.04622,-13509,-908,-6251.0,-3906,1,1,1,2,2.0,1,1
1,1,2,1,0,144000.0,442791.0,28426.5,400500.0,4,8,2,5,2,0.019101,-19862,-2017,-5682.0,-3415,1,2,1,2,2.0,2,2
1,2,2,2,0,180000.0,278460.0,19800.0,225000.0,4,8,5,2,2,0.072508,-8433,-786,-6654.0,-1109,1,1,1,1,2.0,1,1
1,2,1,1,1,229500.0,1006920.0,72778.5,900000.0,4,7,5,5,2,0.00823,-9920,-279,-4568.0,-1344,1,2,1,2,3.0,2,2
1,1,1,1,0,225000.0,593010.0,19260.0,495000.0,4,3,2,5,2,0.019101,-20372,365243,-5481.0,-3557,2,2,1,2,2.0,2,2
1,2,2,2,0,184500.0,654498.0,28957.5,585000.0,5,3,2,5,2,0.00496,-20597,365243,-4702.0,-3392,2,2,1,1,2.0,2,2
1,2,2,1,0,180000.0,294322.5,19800.0,243000.0,4,8,2,4,2,0.022625,-9250,-490,-2341.0,-1925,1,1,1,1,1.0,2,2
1,2,1,1,0,292500.0,900000.0,26446.5,900000.0,5,8,3,6,2,0.019101,-13281,-442,-184.0,-5119,1,2,1,2,1.0,2,2
1,2,2,2,0,135000.0,254700.0,16276.5,225000.0,4,7,5,5,2,0.018634,-17437,-3443,-3072.0,-256,1,2,1,2,2.0,2,2
1,2,1,2,0,157500.0,1288350.0,37669.5,1125000.0,5,8,5,5,2,0.006670999999999999,-14573,-3569,-6268.0,-5016,1,1,1,2,2.0,2,2
2,2,2,2,0,90000.0,180000.0,9000.0,180000.0,4,8,3,4,2,0.015221,-8126,-155,-7219.0,-786,1,2,1,1,1.0,2,2
1,2,2,1,0,180000.0,675000.0,19867.5,675000.0,4,7,2,4,2,0.018209,-18294,-5493,-2520.0,-1732,1,2,1,2,1.0,3,3
1,1,1,2,0,225000.0,203760.0,22072.5,180000.0,4,7,2,4,2,0.072508,-13481,-234,-4346.0,-1804,1,2,1,2,1.0,1,1
1,2,2,2,0,99000.0,364896.0,13653.0,315000.0,4,8,5,4,2,0.005084,-11156,-890,-5089.0,-2320,1,1,1,1,1.0,2,2
1,2,2,1,0,225000.0,1800000.0,49500.0,1800000.0,4,8,2,5,2,0.072508,-17388,-1988,-3305.0,-941,1,1,1,1,2.0,1,1
1,1,1,1,0,450000.0,1312110.0,52168.5,1125000.0,4,8,2,5,2,0.032561,-18204,-3942,-7.0,-1678,1,2,1,2,2.0,1,1
1,2,2,1,0,207000.0,380533.5,16249.5,328500.0,5,1,2,5,5,0.04622,-17789,-5368,-8156.0,-1338,1,2,1,2,2.0,1,1
1,1,1,1,0,99000.0,521280.0,22216.5,450000.0,5,3,2,5,2,0.006852,-23759,365243,-2753.0,-4022,2,2,1,2,2.0,3,3
1,2,2,1,3,337500.0,926136.0,37849.5,760500.0,4,8,5,5,2,0.006629,-11230,-200,-823.0,-3889,1,2,1,2,5.0,2,2
1,2,2,1,0,162000.0,874152.0,46701.0,810000.0,5,8,5,5,2,0.072508,-15061,-8294,-9065.0,-3922,1,2,1,1,2.0,1,1
1,2,1,2,1,121500.0,225000.0,8469.0,225000.0,4,8,2,2,2,0.02461,-15671,-214,-3132.0,-4087,1,2,1,1,3.0,2,2
1,2,2,1,0,112500.0,201024.0,8982.0,144000.0,4,7,2,5,2,0.035792000000000004,-17275,-9284,-6241.0,-829,1,2,1,2,2.0,2,2
1,2,1,2,0,202500.0,675000.0,18693.0,675000.0,4,7,5,4,2,0.010006000000000001,-9524,-797,-1673.0,-2188,1,1,1,1,1.0,2,1
1,2,2,1,1,135000.0,913500.0,26838.0,913500.0,4,7,2,6,2,0.010643000000000001,-17515,-2412,-760.0,-1056,1,2,1,2,2.0,2,2
1,1,1,1,0,225000.0,732915.0,79065.0,675000.0,4,8,5,5,2,0.032561,-16195,-1067,-3466.0,-3465,1,2,1,2,2.0,1,1
1,1,1,1,1,247500.0,414792.0,25195.5,315000.0,4,7,2,5,2,0.010966,-13146,-1558,-7238.0,-3580,1,2,1,2,3.0,2,2
1,2,2,1,0,108000.0,157500.0,14575.5,157500.0,4,8,5,5,2,0.015221,-12515,-1585,-1255.0,-2831,1,1,1,1,2.0,2,2
1,2,2,1,0,157500.0,238500.0,19120.5,238500.0,4,8,2,5,2,0.025164,-12265,-3078,-373.0,-662,1,2,1,2,2.0,2,2
1,2,2,1,0,211500.0,1506816.0,49927.5,1350000.0,4,8,5,6,2,0.026392000000000002,-21022,-1539,-3528.0,-4578,1,2,1,1,1.0,2,2
2,2,2,1,0,270000.0,765000.0,38250.0,765000.0,4,8,5,5,2,0.032561,-22883,-2360,-12685.0,-4236,1,2,1,1,2.0,1,1
1,1,1,1,0,135000.0,203760.0,20151.0,180000.0,4,7,2,5,2,0.019101,-13468,-1401,-4237.0,-4237,1,2,1,2,2.0,2,2
1,2,2,1,0,90000.0,158301.0,15552.0,148500.0,4,7,2,5,2,0.00702,-17573,-552,-5059.0,-1120,1,2,1,2,2.0,2,2
1,2,2,1,2,157500.0,373311.0,20380.5,283500.0,4,7,5,5,2,0.006207,-11887,-2260,-356.0,-4298,1,2,1,2,4.0,2,2
1,1,2,1,0,112500.0,254700.0,20250.0,225000.0,5,8,2,2,6,0.028663,-11405,-459,-11393.0,-2704,1,2,1,2,2.0,2,2
1,2,2,1,0,157500.0,1350000.0,47056.5,1350000.0,4,3,3,5,2,0.015221,-21893,365243,-10290.0,-5222,2,2,1,1,2.0,2,2
1,2,2,1,0,90000.0,755190.0,29677.5,675000.0,5,3,5,6,2,0.003069,-23185,365243,-5791.0,-4102,2,2,1,2,1.0,3,3
1,2,1,1,2,76500.0,119925.0,13045.5,112500.0,4,7,5,5,2,0.014464,-12463,-1631,-2688.0,-3524,1,2,1,1,4.0,2,2
1,1,1,2,0,247500.0,900000.0,31887.0,900000.0,4,7,2,4,2,0.019101,-12340,-3334,-4374.0,-4376,1,1,1,2,1.0,2,2
1,1,1,1,0,216000.0,640080.0,31261.5,450000.0,4,7,2,5,2,0.010032,-15152,-298,-1290.0,-974,1,2,1,2,2.0,2,2
2,2,2,1,0,99000.0,247500.0,12375.0,247500.0,4,7,5,5,2,0.025164,-17142,-1051,-1203.0,-672,1,2,1,2,2.0,2,2
1,1,1,2,0,67500.0,225000.0,11074.5,225000.0,4,7,2,2,2,0.018209,-12749,-1607,-5956.0,-4045,1,2,1,2,2.0,3,3
1,2,2,2,2,180000.0,284400.0,13387.5,225000.0,4,7,2,2,2,0.020713,-11653,-4832,-4833.0,-3068,1,2,1,2,4.0,3,3
1,1,2,2,0,135000.0,808650.0,31333.5,675000.0,4,8,2,4,2,0.031329,-16582,-1496,-988.0,-124,1,1,1,1,1.0,2,2
1,2,1,2,0,157500.0,634482.0,20596.5,454500.0,4,7,2,5,2,0.020713,-12838,-2271,-27.0,-1164,1,1,1,1,2.0,3,2
1,2,1,1,0,130500.0,995562.0,54684.0,922500.0,5,3,2,5,2,0.035792000000000004,-22021,365243,-14183.0,-4596,2,2,1,2,2.0,2,2
1,2,2,1,1,247500.0,755856.0,38722.5,652500.0,4,7,2,6,2,0.009656999999999999,-12394,-853,-6408.0,-4913,1,2,1,2,2.0,2,2
1,2,2,1,2,135000.0,427500.0,19939.5,427500.0,4,7,5,5,2,0.028663,-11767,-3808,-5836.0,-4195,1,1,1,1,4.0,2,2
2,1,2,1,0,112500.0,270000.0,13500.0,270000.0,4,7,2,5,2,0.018029,-19763,-12143,-1928.0,-3302,1,2,1,2,2.0,3,3
1,2,2,1,0,54000.0,312768.0,13378.5,270000.0,4,3,2,5,2,0.002042,-20419,365243,-10019.0,-2382,2,2,1,2,2.0,3,3
1,2,2,2,0,135000.0,414792.0,16357.5,315000.0,4,7,4,5,2,0.011656999999999999,-19215,-4556,-7826.0,-2762,1,2,1,2,2.0,1,1
1,2,2,2,1,189000.0,215640.0,11695.5,180000.0,4,7,2,2,2,0.010966,-8948,-1381,-8890.0,-1561,1,1,1,2,3.0,2,2
1,2,2,1,0,90000.0,603792.0,19606.5,504000.0,4,7,2,5,2,0.010147,-18926,-975,-3202.0,-2454,1,1,1,1,2.0,2,2
2,1,2,1,2,234000.0,270000.0,13500.0,270000.0,4,8,2,2,2,0.011656999999999999,-14739,-1854,-6542.0,-4700,1,2,1,2,4.0,1,1
1,1,1,1,0,202500.0,808650.0,31464.0,675000.0,4,8,5,5,2,0.0031219999999999998,-12520,-3871,-1116.0,-1296,1,2,1,1,2.0,3,3
1,2,2,1,0,67500.0,152685.0,7924.5,103500.0,4,7,2,5,2,0.009656999999999999,-16848,-362,-209.0,-396,1,2,1,2,2.0,2,2
1,2,2,1,0,112500.0,254700.0,17149.5,225000.0,5,1,2,5,2,0.00702,-17426,-2415,-2517.0,-973,1,1,1,1,2.0,2,2
1,1,1,1,0,87750.0,314100.0,11767.5,225000.0,4,8,2,4,2,0.031329,-20092,-437,-1820.0,-2669,1,1,1,2,1.0,2,2
2,2,2,1,2,112500.0,270000.0,13500.0,270000.0,7,7,2,5,2,0.00823,-7766,-504,-354.0,-457,1,2,1,2,4.0,2,2
1,1,1,1,0,135000.0,422451.0,19822.5,297000.0,5,7,2,4,2,0.020713,-10691,-1590,-119.0,-2151,1,2,1,2,1.0,3,2
1,1,2,1,0,45000.0,168102.0,16753.5,148500.0,5,3,2,5,2,0.014464,-20113,365243,-8654.0,-3537,2,2,1,2,2.0,2,2
1,2,2,2,1,144000.0,364896.0,16069.5,315000.0,4,7,5,4,2,0.018801,-14731,-6767,-4269.0,-4723,1,1,1,1,2.0,2,2
1,1,1,2,0,81000.0,670500.0,36504.0,670500.0,4,3,2,5,2,0.028663,-22990,365243,-4509.0,-4535,2,2,1,2,2.0,2,2
1,2,2,1,0,112500.0,381528.0,14512.5,315000.0,4,7,3,5,2,0.030755,-19741,-3723,-1849.0,-3286,1,2,1,2,2.0,2,2
1,2,2,1,1,135000.0,900000.0,46732.5,900000.0,4,8,4,5,6,0.032561,-12052,-1374,-5782.0,-4057,1,2,1,2,3.0,1,1
1,1,2,1,0,112500.0,808650.0,26217.0,675000.0,5,3,2,5,2,0.006852,-21107,365243,-8291.0,-4540,2,2,1,2,2.0,3,3
1,1,1,2,1,225000.0,942300.0,24984.0,675000.0,4,7,5,4,2,0.008019,-16313,-221,-8756.0,-4322,1,2,1,2,2.0,2,2
1,2,1,1,0,157500.0,900000.0,46084.5,900000.0,7,7,5,5,2,0.028663,-14960,-1090,-2132.0,-4390,1,2,1,1,2.0,2,2
1,1,1,1,0,202500.0,1125000.0,33025.5,1125000.0,4,3,2,5,2,0.008068,-22503,365243,-442.0,-4974,2,2,1,1,2.0,3,3
1,1,1,2,0,121500.0,1223010.0,45454.5,1125000.0,4,8,2,5,2,0.030755,-18723,-1325,-2708.0,-2259,1,2,1,2,2.0,2,2
1,2,1,1,2,184500.0,1078200.0,31522.5,900000.0,7,7,5,5,2,0.020246,-10598,-854,-558.0,-630,1,2,1,2,4.0,3,3
1,2,2,1,0,72000.0,384048.0,14607.0,270000.0,4,7,2,5,2,0.0060079999999999995,-19968,-6651,-1434.0,-3512,1,2,1,2,2.0,2,2
1,2,2,1,0,90000.0,254700.0,27153.0,225000.0,4,8,2,5,2,0.0060079999999999995,-16794,-3059,-176.0,-291,1,2,1,2,2.0,2,2
1,2,1,2,0,180000.0,526491.0,26878.5,454500.0,4,7,2,5,2,0.018209,-16781,-5888,-3813.0,-337,1,1,1,1,2.0,3,3
1,1,2,1,0,90000.0,279000.0,13135.5,279000.0,4,7,2,5,2,0.015221,-16773,-1422,-7821.0,-325,1,2,1,2,2.0,2,2
2,1,1,1,0,157500.0,270000.0,13500.0,270000.0,7,7,2,5,2,0.030755,-17327,-2135,-4582.0,-878,1,2,1,2,2.0,2,2
1,1,1,2,0,225000.0,991944.0,29002.5,828000.0,4,7,2,5,2,0.04622,-20313,-2018,-981.0,-3828,1,1,1,1,2.0,1,1
1,1,2,2,0,265500.0,360000.0,23134.5,360000.0,4,7,2,4,2,0.00496,-20020,-2125,-2109.0,-1213,1,2,1,2,1.0,2,2
1,2,2,2,0,135000.0,1125000.0,40410.0,1125000.0,4,1,5,5,2,0.031329,-13137,-2582,-1325.0,-5308,1,1,1,1,2.0,2,2
1,1,1,1,0,243000.0,631332.0,40477.5,585000.0,5,7,2,5,2,0.00823,-12257,-1940,-6389.0,-4457,1,2,1,1,2.0,2,2
1,2,2,1,2,135000.0,167121.0,13527.0,139500.0,4,7,2,5,6,0.020713,-13103,-1270,-542.0,-1040,1,2,1,2,4.0,3,3
